URN,RELDENOM,EGENDER,KS2APS,TTAPSCP_PTQ_EE
119723,Does not apply,MIXED,27.6,264.9
119725,Does not apply,MIXED,27.2,274.7
119753,Does not apply,MIXED,27.7,304.9
131025,None,BOYS,NP,45.2
130902,None,BOYS,NP,SUPP
119861,Does not apply,MIXED,SUPP,SUPP
136003,None,BOYS,NP,36.5
119883,Does not apply,MIXED,8.6,NE
119895,Does not apply,BOYS,22.6,104.1
119877,Does not apply,MIXED,13.5,NE
119849,None,MIXED,NP,28.9
135541,None,MIXED,NP,49.8
135292,None,MIXED,NP,SUPP
119878,Does not apply,MIXED,9.5,NE
131479,Does not apply,MIXED,SUPP,SUPP
119898,Does not apply,MIXED,19.1,29.6
119887,Does not apply,MIXED,SUPP,SUPP
129571,None,MIXED,NP,SUPP
119880,Does not apply,MIXED,12.3,18.3
119892,Does not apply,MIXED,SUPP,SUPP
119889,Does not apply,MIXED,SUPP,NE
138868,None,MIXED,NP,SUPP
119866,Does not apply,MIXED,16.9,50.3
132079,None,MIXED,NP,SUPP
119876,Does not apply,MIXED,10.7,36
131575,None,MIXED,NP,SUPP
135015,Does not apply,MIXED,8.5,12.4
133540,None,MIXED,NP,85.7
131163,Christian,MIXED,NP,SUPP
135013,Does not apply,MIXED,12.4,NE
134625,Does not apply,MIXED,17.9,52
135092,None,MIXED,NP,SUPP
119845,None,MIXED,NP,207.9
135346,Does not apply,MIXED,9.4,2.4
119897,Does not apply,MIXED,SUPP,SUPP
119891,Does not apply,MIXED,8.2,17.6
119853,None,MIXED,NP,17.1
119873,Does not apply,BOYS,SUPP,144.9
131258,Does not apply,MIXED,10.8,3.8
,,,27.6,312.8
119856,Unknown,GIRLS,NP,348
134906,None,MIXED,26.1,272.7
135580,Does not apply,MIXED,27.9,315.2
139924,None,MIXED,25.3,161.3
141321,Does not apply,MIXED,,
119763,Does not apply,MIXED,27.8,285.5
132749,Unknown,GIRLS,NP,364.3
131389,None,BOYS,NP,412.3
133541,Unknown,MIXED,NP,318.6
119790,Roman Catholic,MIXED,26.1,307.2
119715,Does not apply,MIXED,26.3,309.7
141165,None,MIXED,30,375.9
119793,Roman Catholic,MIXED,27.8,329.3
136900,Church of England,MIXED,28.9,331.3
138220,Muslim,BOYS,,
135089,Muslim,GIRLS,27.2,386.7
119826,Christian,MIXED,NP,386.1
140879,Does not apply,MIXED,27,292
138884,None,BOYS,NP,SUPP
119858,Does not apply,MIXED,6,4.5
132051,Does not apply,MIXED,4.5,NE
,,,27.1,307.7
141132,None,MIXED,26.7,262.5
119732,Does not apply,MIXED,27.9,270.6
137973,None,MIXED,28.1,303.9
140759,Church of England,MIXED,27.3,301.3
141257,Roman Catholic,MIXED,27.5,319
140021,None,MIXED,26,271.7
139675,Does not apply,MIXED,25.7,258
119868,Does not apply,MIXED,SUPP,SUPP
140143,Does not apply,MIXED,11.2,28.5
119871,Does not apply,MIXED,3.4,NE
,,,26.9,281.1
138832,Does not apply,MIXED,26.7,274.5
140698,Roman Catholic,MIXED,28.2,317.7
137536,None,MIXED,28,314.6
137981,Does not apply,MIXED,27.7,312.5
137409,Roman Catholic,MIXED,29.3,347.4
138837,Does not apply,MIXED,27.2,278.3
137763,Does not apply,MIXED,26.9,301.1
137085,None,MIXED,27.7,307.2
136627,None,MIXED,28.3,332.2
122854,None,MIXED,28.2,301.8
138810,Roman Catholic,MIXED,27.3,302.6
122867,Does not apply,MIXED,27.3,299.2
122911,None,MIXED,NP,295.8
139062,Does not apply,MIXED,26.7,300.5
138964,Does not apply,MIXED,28.7,321.7
138076,Does not apply,MIXED,26.9,283.3
122830,Does not apply,MIXED,26.2,274.2
136291,None,MIXED,28.5,340.9
140992,Does not apply,MIXED,27.5,320.2
139956,Does not apply,MIXED,26.7,298.5
137628,None,MIXED,28.2,329.8
131998,Christian,MIXED,NP,183.1
138641,None,MIXED,28.2,317.4
138481,Does not apply,MIXED,26.2,234.4
122937,None,MIXED,NP,SUPP
140549,Church of England,MIXED,25.8,258.4
137158,Does not apply,MIXED,27.3,273.3
138411,None,MIXED,26.9,300.1
122898,Church of England,MIXED,29.5,365.6
137159,Church of England,MIXED,28,310.3
138872,Does not apply,MIXED,27,270
122933,None,MIXED,NP,394.6
138248,Does not apply,MIXED,27.2,346.4
138247,Does not apply,MIXED,27.3,337.6
137857,None,MIXED,27.6,319.3
137749,Church of England,MIXED,25.9,260.7
136361,None,MIXED,27.4,333.1
137117,None,MIXED,27.3,299
138482,Does not apply,MIXED,28.7,375.3
135583,Church of England,MIXED,27.2,284.8
122857,Does not apply,MIXED,27.2,308.9
137141,None,MIXED,27.1,295.3
138365,None,MIXED,26.9,257.5
137112,None,MIXED,29.2,288.7
138191,None,MIXED,29.3,342.6
139063,Does not apply,MIXED,25.2,287.7
136878,None,MIXED,28.9,340.6
137319,Does not apply,MIXED,28.2,334.1
140812,None,MIXED,,
136628,None,MIXED,29.6,369.7
122908,Church of England,MIXED,NP,183.5
122957,Does not apply,MIXED,SUPP,NE
140854,Does not apply,MIXED,13.4,61.6
122961,Does not apply,MIXED,8.2,8.6
122953,Does not apply,MIXED,5.1,0
122956,Does not apply,MIXED,NP,50.1
122949,Does not apply,MIXED,17.7,103.7
122947,Does not apply,MIXED,10.9,NE
138661,Does not apply,MIXED,13.4,24.3
134649,None,MIXED,NP,SUPP
130996,Does not apply,MIXED,9,2.2
122955,Does not apply,MIXED,9.4,NE
136039,None,MIXED,NP,135.7
122952,Does not apply,MIXED,4.5,NE
,,,27.5,310.8
122844,Does not apply,MIXED,26.3,295.6
137798,Church of England,MIXED,27.4,326.2
140369,Does not apply,MIXED,24.6,206
135685,Does not apply,MIXED,25.4,217.8
134253,Does not apply,MIXED,25.7,269.2
122828,Does not apply,MIXED,26,250.5
141335,Does not apply,MIXED,,
122835,Does not apply,MIXED,26.2,216.6
136724,None,MIXED,28.3,324
122912,None,MIXED,NP,388.8
131119,None,GIRLS,NP,306.5
135881,Does not apply,MIXED,26.7,265.1
139765,Church of England,MIXED,27.4,304.5
141010,None,MIXED,,
137184,Does not apply,GIRLS,24.8,296
122936,None,GIRLS,NP,424.5
122915,None,MIXED,NP,207.6
140984,None,MIXED,,
135761,Does not apply,MIXED,25.8,250.3
141363,Does not apply,MIXED,,
138573,None,MIXED,24.5,265.1
138341,Roman Catholic,MIXED,28.2,350
137915,Does not apply,MIXED,12.3,13.6
135573,Does not apply,MIXED,7.9,NE
122964,Does not apply,MIXED,SUPP,SUPP
134889,Does not apply,MIXED,NP,8.3
122966,Does not apply,MIXED,17,138.9
122962,Does not apply,MIXED,13.2,13.5
,,,26.2,273.4
123602,None,GIRLS,NP,310
123599,Unknown,MIXED,NP,362.9
123570,Does not apply,MIXED,27.3,323.7
139143,None,MIXED,27.7,327.9
139455,Does not apply,MIXED,27.7,319.6
123564,Does not apply,MIXED,28.2,325.4
123623,None,MIXED,NP,377.2
137336,None,MIXED,28.6,344.1
123600,Church of England,MIXED,NP,187.7
139231,Does not apply,MIXED,25.8,230.6
123580,Does not apply,MIXED,27.2,295.3
140922,Does not apply,MIXED,27.8,306.3
123578,Does not apply,MIXED,27.4,339.3
139102,Does not apply,MIXED,27.5,298.8
123587,Church of England,MIXED,27.2,312.5
136979,Does not apply,MIXED,27.7,311.4
123577,Does not apply,MIXED,28.1,329.7
123573,Does not apply,MIXED,27.8,331.4
123604,None,GIRLS,NP,415.5
123583,Does not apply,MIXED,27.6,323.1
123613,None,MIXED,NP,308.9
138216,Does not apply,MIXED,28.6,349.6
123575,Does not apply,MIXED,27.3,294.3
123620,None,MIXED,NP,360
123608,None,MIXED,NP,217.3
141176,None,MIXED,26,312.7
139464,Does not apply,MIXED,25.9,295
123589,None,MIXED,28,329.9
139769,Does not apply,MIXED,28.1,330.3
132772,None,MIXED,NP,SUPP
123619,None,BOYS,NP,171.4
131171,None,MIXED,NP,SUPP
135511,None,MIXED,NP,38.2
131033,None,MIXED,NP,SUPP
133478,None,MIXED,NP,50.6
140531,Does not apply,MIXED,6.5,12
134000,None,MIXED,NP,15.4
123630,Does not apply,MIXED,SUPP,135
,,,27.5,315.3
135582,Does not apply,MIXED,26.8,269.6
137446,None,BOYS,32.5,423
123598,Roman Catholic,MIXED,26.2,293
123574,Does not apply,MIXED,28.9,327.6
123597,None,MIXED,28.1,322
123595,None,MIXED,26.4,301.4
133708,Does not apply,MIXED,25.3,310.1
142067,Roman Catholic/Church of England,MIXED,,
139536,None,MIXED,26,264.6
135149,Does not apply,MIXED,27.4,305.9
136516,Does not apply,GIRLS,32.9,441.2
139766,Does not apply,MIXED,26,271.8
139451,None,MIXED,27.2,278.1
142285,Does not apply,MIXED,,
123627,None,MIXED,30.7,385.9
123610,Christian,MIXED,NP,270.3
139450,None,MIXED,26.8,288.8
123635,Does not apply,MIXED,3.6,NE
133371,None,MIXED,NP,39.5
132122,Does not apply,MIXED,20.2,42.3
123631,Does not apply,MIXED,10.9,52.3
,,,27.4,310.6
111478,Roman Catholic/Church of England,GIRLS,NP,295.5
139139,Roman Catholic,MIXED,28.6,339.6
140108,None,MIXED,28.5,347.3
111474,None,MIXED,NP,224.4
136279,None,MIXED,29,345
136655,None,MIXED,28.8,330
138662,Does not apply,MIXED,28.6,333.3
136278,None,MIXED,28.9,351.2
137449,None,MIXED,29.1,352.4
111442,Does not apply,MIXED,26.2,267.7
111473,Church of England,MIXED,NP,403.3
138002,Does not apply,MIXED,27.9,329.4
140813,None,MIXED,,
137064,Does not apply,MIXED,27.5,336.9
111419,None,MIXED,28.7,315.2
111410,Does not apply,MIXED,28.2,297.2
111436,Does not apply,MIXED,28.7,338.8
111417,Does not apply,MIXED,27.7,299.9
139764,Roman Catholic,MIXED,28,338.9
136340,None,GIRLS,29.3,358.2
137491,None,BOYS,28.2,330.9
111420,Does not apply,MIXED,27.9,333
139953,Does not apply,MIXED,26.5,249.8
140791,Does not apply,MIXED,27.8,330.7
111443,Does not apply,MIXED,28.9,339.9
140457,Does not apply,MIXED,21.8,94.3
125814,None,BOYS,NP,SUPP
141559,None,MIXED,,
134725,Unknown,MIXED,NP,SUPP
111508,Does not apply,MIXED,9,NE
131733,Does not apply,MIXED,23.6,50.9
111507,Does not apply,MIXED,6,NE
,,,28.3,327.5
111484,None,MIXED,NP,381.5
111424,None,MIXED,28.9,375.9
136543,Church of England,MIXED,28.3,334.9
111396,None,MIXED,25.8,284.5
139343,Roman Catholic,MIXED,27.9,331.4
136645,None,MIXED,29,335.5
138743,Does not apply,MIXED,28.7,350.2
111483,None,MIXED,NP,350.6
111451,Roman Catholic,MIXED,27.6,324.9
111471,None,MIXED,NP,286.1
111482,None,MIXED,NP,352.8
138148,None,MIXED,27.7,318
111440,Does not apply,MIXED,29,353.5
111485,Church of England,MIXED,NP,150.2
138318,Does not apply,MIXED,27.7,326.8
111397,Does not apply,MIXED,26.4,298
111486,None,GIRLS,NP,274.3
111450,Roman Catholic,MIXED,28.5,354.1
138483,None,MIXED,29,350.2
137582,None,MIXED,25.6,291.9
135941,Church of England,MIXED,25.4,267.1
111422,None,MIXED,28.2,331.1
111414,None,MIXED,28.3,345.1
111429,None,MIXED,27.5,282.5
136184,Does not apply,MIXED,25.6,270.6
111517,Does not apply,MIXED,21.6,78.4
140093,Does not apply,BOYS,23.3,119.1
111494,Does not apply,MIXED,6.5,NE
111511,Does not apply,MIXED,11,NE
111503,Does not apply,MIXED,13.3,NE
111505,Does not apply,MIXED,13.6,81.2
111504,Does not apply,MIXED,11.8,55.4
111506,Does not apply,MIXED,SUPP,SUPP
,,,27.4,318.2
136383,None,MIXED,26.8,265.8
112069,Church of England,MIXED,NP,324.8
112050,Does not apply,MIXED,26.5,276.1
112045,Does not apply,MIXED,26.6,289.4
136596,None,MIXED,27.4,312.1
136524,Does not apply,MIXED,27.3,337.8
112063,Does not apply,MIXED,28.4,314.2
137223,Does not apply,MIXED,27.8,322.2
140836,Does not apply,MIXED,27.2,287.5
112065,Does not apply,MIXED,28,323.2
112043,None,MIXED,27.6,325.7
112067,Does not apply,MIXED,28.5,330.4
139155,Does not apply,MIXED,27.5,314.1
112061,Does not apply,MIXED,27,294.3
137839,Does not apply,MIXED,26.4,309.2
136873,Does not apply,MIXED,27.8,330.1
112058,Does not apply,MIXED,27.9,340.3
136533,None,MIXED,28,314.3
136567,None,MIXED,28.2,327.7
136573,Does not apply,MIXED,27.7,313
136852,Does not apply,MIXED,26.8,320.1
112052,Does not apply,MIXED,26.2,280.8
136614,Does not apply,MIXED,27.5,323.4
112054,Does not apply,MIXED,27.4,329.3
112055,Does not apply,MIXED,27.6,320.5
136572,None,MIXED,27.6,336.8
140675,Does not apply,MIXED,27.4,321.8
112071,None,MIXED,NP,373.2
138780,None,MIXED,25.4,268
112082,None,MIXED,NP,SUPP
136575,Does not apply,MIXED,26.9,321.6
112039,None,MIXED,26.1,317
112041,Does not apply,MIXED,27.9,330.6
112038,Does not apply,MIXED,28.1,301.6
112077,Unknown,GIRLS,NP,380
112076,Methodist,MIXED,NP,378
138024,Does not apply,MIXED,28.1,337.8
112086,Does not apply,MIXED,4.1,NE
112085,Does not apply,MIXED,4.3,NE
112087,Does not apply,MIXED,SUPP,SUPP
137478,Does not apply,MIXED,12.1,27.2
134062,Does not apply,MIXED,NP,SUPP
,,,27.3,312.6
137251,None,MIXED,27.5,315.3
112453,Roman Catholic,MIXED,NP,194.5
112375,Does not apply,MIXED,25.5,270.3
137254,None,MIXED,27.8,324.7
137338,Church of England,MIXED,26.7,328.5
141106,None,MIXED,29,380
112381,Does not apply,MIXED,28.5,335.1
137205,None,MIXED,28.9,336.5
112383,Does not apply,MIXED,28.3,334.9
140600,None,MIXED,,
135940,Does not apply,MIXED,27.4,297.7
112384,Does not apply,MIXED,27.3,345.2
136902,None,MIXED,29.1,344.8
136671,None,MIXED,27.7,330.1
137107,None,MIXED,27,313.4
112379,Does not apply,MIXED,27.4,293.4
112442,None,MIXED,NP,268.3
112388,Does not apply,MIXED,27.5,318.6
112397,None,MIXED,27.5,323.7
112382,Does not apply,MIXED,26.1,295.9
112399,Roman Catholic,MIXED,26,295.5
136732,None,MIXED,31.9,386.7
136357,None,MIXED,29.2,356
136526,None,MIXED,28.2,302.1
135621,Does not apply,MIXED,26.4,250.2
135620,Does not apply,MIXED,27.2,283
112398,Roman Catholic,MIXED,27.8,316
112400,Roman Catholic,MIXED,28.1,334.2
112401,Roman Catholic,MIXED,26.8,305.9
112378,None,MIXED,28.1,295.8
112451,Church of England,MIXED,NP,190.1
137269,Does not apply,MIXED,26.1,277
112377,Does not apply,MIXED,25.6,284.5
112394,Does not apply,MIXED,25.2,249.4
112395,Does not apply,MIXED,27.1,293
137369,Church of England,MIXED,28.5,327.7
112393,None,MIXED,26.6,295.4
112385,Does not apply,MIXED,28.4,322.8
141041,None,MIXED,27,269.7
135632,Does not apply,MIXED,27.5,320.3
140406,Does not apply,MIXED,28.1,259.8
137252,None,MIXED,28.5,323.3
112446,None,MIXED,NP,166.3
141499,None,MIXED,,
134781,None,BOYS,NP,SUPP
132112,None,MIXED,NP,25.9
112467,Does not apply,MIXED,9.2,NE
141993,Does not apply,MIXED,,
112468,Does not apply,MIXED,8.5,NE
135410,None,MIXED,NP,19.2
112464,Does not apply,MIXED,5,NE
112452,None,MIXED,NP,86.4
112465,Does not apply,MIXED,9,NE
112466,Does not apply,MIXED,SUPP,SUPP
112461,None,MIXED,NP,SUPP
134191,None,MIXED,NP,150.5
,,,27.7,312.6
115810,None,GIRLS,NP,385.6
136016,Church of England/Roman Catholic,MIXED,25.8,291.7
115723,Does not apply,MIXED,27.4,301.3
136474,None,MIXED,28.8,377.1
115720,None,GIRLS,26.9,310.8
140011,None,MIXED,26.8,270.3
136725,None,MIXED,28.2,332
115795,None,MIXED,NP,230.3
115798,None,GIRLS,NP,266.2
136960,None,MIXED,27.8,338.1
136623,None,MIXED,28.4,312.1
137634,None,MIXED,26.3,313.9
136527,None,MIXED,27.2,321.8
137217,None,MIXED,28.3,343.9
136772,None,MIXED,28.2,312.4
136292,None,MIXED,28.9,366.8
136578,None,BOYS,31.5,402.3
138421,None,MIXED,26.6,290.6
115797,Unknown,MIXED,NP,215.9
137387,None,MIXED,27.1,316.5
137097,None,MIXED,28.6,328.7
134463,Unknown,MIXED,NP,336.1
138871,Unknown,MIXED,NP,356.3
138496,None,MIXED,25.5,263.9
136199,Does not apply,MIXED,25.7,240.4
136666,None,GIRLS,32.2,425
137033,None,MIXED,29.1,355.1
115780,Church of England,MIXED,NP,272.8
115774,None,MIXED,26.9,245.9
115775,None,MIXED,25.9,283.3
137123,None,BOYS,31.6,395.6
137690,None,MIXED,26.9,259.8
138746,None,MIXED,27.6,314.7
136353,None,MIXED,33.2,444.7
115772,None,MIXED,25.1,282.4
115758,None,MIXED,27.7,329.9
115787,None,MIXED,NP,298.5
136767,None,GIRLS,31.6,400.7
115794,Roman Catholic,MIXED,NP,386.3
136982,Roman Catholic,MIXED,28,334.8
137298,Does not apply,MIXED,27.5,307.5
136306,Does not apply,BOYS,32.3,431.7
136985,None,MIXED,27,324.5
136874,None,GIRLS,32.2,421.1
137752,None,MIXED,28.1,328.8
137059,None,MIXED,27,304.8
115789,Church of England,MIXED,NP,320.8
136764,None,MIXED,28,307
115788,None,MIXED,NP,375
137382,None,MIXED,27.5,334.8
115793,None,MIXED,NP,273.8
115825,Does not apply,MIXED,11.6,56.6
131561,None,MIXED,NP,SUPP
131549,Does not apply,MIXED,12.3,37.1
115821,Does not apply,MIXED,4.3,NE
115812,Does not apply,MIXED,18,61.1
115802,None,MIXED,NP,28.3
138428,None,MIXED,19.4,24.4
134190,Does not apply,MIXED,SUPP,NE
115809,None,MIXED,NP,SUPP
131557,Does not apply,MIXED,6,NE
115824,Does not apply,MIXED,SUPP,SUPP
138429,None,BOYS,24,13.2
115813,Does not apply,MIXED,NP,SUPP
115823,Does not apply,MIXED,4.7,NE
,,,27.8,324.2
117600,None,GIRLS,NP,392.9
117512,Does not apply,MIXED,26.3,282.1
117602,Church of England,MIXED,NP,190.6
117578,None,MIXED,28.9,340.6
117552,Does not apply,MIXED,26.5,292.8
117515,Does not apply,MIXED,27.1,291.1
117518,Does not apply,MIXED,27.4,295.2
138286,Does not apply,MIXED,30.1,370.4
117604,Unknown,MIXED,NP,202.1
137637,None,MIXED,28.2,328.7
137757,Does not apply,GIRLS,29.1,347.9
117605,None,MIXED,NP,367
117577,None,BOYS,29.7,368.4
136396,None,MIXED,29.6,359.4
135938,Does not apply,MIXED,26,315.1
137872,None,MIXED,28.6,328.1
117528,Does not apply,MIXED,26.8,297.2
117591,None,MIXED,28.7,342.1
137090,None,MIXED,27.5,342
117596,None,MIXED,27,318.3
139902,None,MIXED,26,262.4
138225,Does not apply,MIXED,26.9,222
136554,None,MIXED,31.5,412.9
117623,Christian,MIXED,NP,136.9
139416,Does not apply,MIXED,26.3,266.2
117504,Does not apply,MIXED,26.4,297.7
135876,Does not apply,MIXED,25.9,292.7
137002,None,MIXED,27.7,346.8
137532,None,MIXED,28.3,346.5
117648,None,BOYS,NP,349.2
117649,None,GIRLS,NP,331.1
117607,Church of England,MIXED,NP,132.5
142051,Does not apply,MIXED,,
117500,Does not apply,MIXED,28.9,325.5
140786,None,GIRLS,30.1,387.6
138747,Does not apply,MIXED,27.6,313.9
117537,Does not apply,MIXED,26.7,322.2
139154,Does not apply,BOYS,29.6,355.1
137288,Does not apply,GIRLS,30.3,377.5
136482,None,MIXED,30.8,387.7
117657,Jewish,MIXED,NP,244.9
117557,Roman Catholic,MIXED,28.7,349.6
137895,Roman Catholic,MIXED,29.6,366.6
136607,None,MIXED,27.9,289.4
139036,Does not apply,MIXED,27.7,328.3
117650,Christian,MIXED,NP,335.6
136608,Does not apply,MIXED,28.1,338.5
137156,None,MIXED,28.6,343.1
137110,Does not apply,MIXED,27.4,305
138106,Roman Catholic,GIRLS,29.4,369
138042,None,MIXED,27.2,310.6
117534,Does not apply,MIXED,26.5,296.3
117616,None,BOYS,NP,250
137656,Does not apply,MIXED,26.4,310.7
138632,None,MIXED,28.2,324.7
137224,None,MIXED,27.6,297.7
137938,Roman Catholic,MIXED,27.5,317
117530,Does not apply,MIXED,28.4,325.2
137792,Does not apply,MIXED,26.6,288.3
136899,None,MIXED,31.1,390.4
137985,Does not apply,GIRLS,30.3,376.5
117614,Church of England,GIRLS,NP,238.8
117499,Does not apply,MIXED,28.4,335.5
102256,None,MIXED,NP,211
136877,None,MIXED,29.8,360.2
117609,Methodist,GIRLS,NP,295.5
139662,None,MIXED,,
139873,None,BOYS,29.2,343.8
136606,None,MIXED,29.6,354.7
136973,None,MIXED,29.9,367
117641,None,GIRLS,NP,407.2
117631,None,MIXED,NP,263.8
137339,Does not apply,GIRLS,29.7,385.8
117617,Unknown,GIRLS,NP,257.7
117647,Unknown,BOYS,NP,311.3
134087,None,MIXED,NP,82.3
117612,None,MIXED,NP,371.8
136901,None,MIXED,29.5,374.2
117638,Roman Catholic,BOYS,NP,381.4
117633,Roman Catholic,MIXED,NP,305.4
117613,Christian,GIRLS,NP,414.4
138356,Christian,MIXED,29.8,380.6
137914,Roman Catholic,MIXED,28.6,353.9
117606,None,GIRLS,NP,420.1
117594,Roman Catholic,MIXED,29.2,365
138360,Church of England,MIXED,27,303.3
137922,Roman Catholic,MIXED,28.5,339.2
138582,None,MIXED,26.1,300.3
136609,Does not apply,MIXED,30,372.5
138484,Does not apply,MIXED,26.7,270.4
117538,Does not apply,MIXED,27.1,290.5
117622,None,MIXED,NP,382.2
140294,Does not apply,MIXED,28.4,359.9
117525,Does not apply,MIXED,26.5,279.6
137270,None,MIXED,29.5,366.4
137847,Does not apply,MIXED,27.6,316.3
117640,Seventh Day Adventist,MIXED,NP,350.7
140037,Does not apply,MIXED,27.4,303
117555,Church of England,MIXED,27.5,313.5
117618,None,MIXED,NP,270.5
138352,Church of England,MIXED,28.2,327
117531,Does not apply,MIXED,26.9,295.6
137038,Does not apply,BOYS,28.3,351
136276,Church of England,BOYS,30.8,396.9
136289,Church of England,GIRLS,30.8,345.8
141004,None,MIXED,,
140049,Does not apply,MIXED,25.3,274.2
136922,Jewish,MIXED,29.3,323.6
117684,Does not apply,MIXED,4,NE
117674,Does not apply,MIXED,18.2,98.2
131060,Does not apply,BOYS,21.4,34.1
117672,Does not apply,MIXED,10.8,2
135402,None,MIXED,NP,10.1
117686,Does not apply,BOYS,22.6,201.6
117667,Does not apply,MIXED,12.1,10
117690,Does not apply,MIXED,3,NE
117673,Does not apply,BOYS,21,104.7
117685,Does not apply,MIXED,17.3,182.5
138485,Does not apply,MIXED,SUPP,85.8
117680,Does not apply,MIXED,SUPP,SUPP
117679,Does not apply,MIXED,11.6,NE
141251,Does not apply,MIXED,13,22.7
117665,Does not apply,MIXED,NP,3.5
117671,Does not apply,MIXED,11.8,5.3
117669,Does not apply,MIXED,12.3,15.2
117683,Does not apply,MIXED,4.7,NE
117682,Does not apply,MIXED,SUPP,SUPP
,,,28.2,330.8
136012,None,MIXED,26.7,291.1
135552,Church of England/Roman Catholic,MIXED,27,322.4
140845,None,MIXED,27.5,295.5
140691,None,MIXED,,
140948,Does not apply,MIXED,SUPP,SUPP
136010,None,MIXED,26.2,262.7
118225,None,MIXED,NP,282.9
136753,Does not apply,MIXED,26.5,280.2
118223,Church of England,MIXED,NP,376.8
136751,Does not apply,MIXED,26.5,285.5
118226,Does not apply,MIXED,NP,SUPP
118227,Does not apply,MIXED,8,2.5
,,,26.6,285.8
120650,Does not apply,MIXED,27.1,300.8
141166,None,MIXED,24.6,260.8
120653,None,MIXED,25.8,291.9
139180,None,BOYS,30.6,358.2
139140,None,GIRLS,31,374.3
137572,Does not apply,MIXED,26.9,322.7
137793,Christian,MIXED,31.5,405
136358,None,MIXED,27.5,351.4
136350,None,MIXED,32.3,420.5
136958,Does not apply,MIXED,27.2,291.5
137213,None,BOYS,31.5,394
136479,Does not apply,MIXED,25,300.2
120654,None,MIXED,27.3,294.1
139055,None,MIXED,26.2,291.9
136491,Christian,MIXED,27.5,334.8
137873,Does not apply,MIXED,27.5,288.1
135666,Does not apply,MIXED,26.7,262.6
136282,None,MIXED,26.9,286.5
138754,Does not apply,MIXED,24.8,252.8
136968,None,MIXED,25.8,301.8
138638,Does not apply,GIRLS,31.5,410.5
137667,Does not apply,GIRLS,31.7,408.8
138783,None,MIXED,25,271.5
120701,None,MIXED,30.9,391.2
137166,None,BOYS,31.6,399
120729,None,MIXED,NP,259.2
136537,None,MIXED,26.3,274.2
137447,Christian,MIXED,26.6,278.9
120724,Christian,MIXED,NP,350.1
140950,None,MIXED,,
120643,Does not apply,MIXED,25.6,230.8
120713,None,MIXED,25.8,252.9
136871,None,MIXED,27.6,301.6
120645,None,MIXED,25.6,287.4
135565,Does not apply,MIXED,30.8,381.1
135564,Does not apply,MIXED,27.2,293
136194,Does not apply,MIXED,25.9,316.1
135563,Does not apply,MIXED,25.5,289.6
136315,None,MIXED,31.1,387.8
138665,None,MIXED,31.5,387.9
120655,Does not apply,MIXED,31.8,386.9
120744,Christian,MIXED,NP,SUPP
136044,Does not apply,MIXED,27.3,312.2
139623,Roman Catholic,MIXED,26.5,282.4
139168,None,MIXED,25.5,261.5
137135,None,MIXED,28.1,315.3
138839,None,MIXED,27.1,307.9
136217,Does not apply,MIXED,25,224.4
138757,None,MIXED,30.7,368.5
142392,None,MIXED,,
139304,None,BOYS,31.2,391.7
120642,Does not apply,GIRLS,31,386.5
120736,Christian,GIRLS,NP,219.2
120735,Christian,BOYS,NP,215.5
137600,Does not apply,MIXED,25.8,302.2
138755,None,MIXED,26.7,300.6
141391,Does not apply,MIXED,,
137282,Does not apply,MIXED,25.4,306
136624,None,GIRLS,27,324.5
136476,Church of England,MIXED,24.5,192.2
136415,Church of England,MIXED,28.2,348.4
138756,Church of England,MIXED,26.8,294.1
135362,Does not apply,MIXED,12.3,3.9
141253,Does not apply,MIXED,16.9,60.6
139625,Does not apply,MIXED,SUPP,SUPP
120752,Does not apply,MIXED,SUPP,SUPP
141254,Does not apply,MIXED,SUPP,2.8
120757,Does not apply,MIXED,10.9,4.3
120751,Does not apply,MIXED,SUPP,SUPP
134228,Does not apply,MIXED,19.6,64.8
120754,Does not apply,MIXED,11.8,11.7
131277,Does not apply,MIXED,20.3,85.2
139316,Does not apply,MIXED,22.5,55.1
120750,Does not apply,MIXED,15.3,3.3
120761,Does not apply,MIXED,SUPP,SUPP
120755,Does not apply,MIXED,6.9,NE
120763,Does not apply,MIXED,4,4.2
,,,27.5,311.5
138758,None,MIXED,27.5,312
121170,Does not apply,MIXED,27.9,308.1
121250,None,MIXED,NP,159.7
121188,Church of England,MIXED,27.9,338.2
140534,Does not apply,MIXED,27.1,327.2
121164,Does not apply,MIXED,27,324.6
121159,Does not apply,MIXED,26.9,325.9
141331,None,MIXED,,
121220,None,MIXED,27.1,297.1
135904,Does not apply,MIXED,24.9,255.5
141269,Does not apply,MIXED,28.3,341.2
140364,Does not apply,MIXED,25.8,310.3
137431,None,MIXED,27.8,336.3
121182,Does not apply,MIXED,27.8,339.4
137092,Does not apply,MIXED,27.8,345.3
139204,None,MIXED,27.5,291.5
139572,Does not apply,MIXED,27.8,319.7
138759,None,MIXED,26.9,314.4
134455,Unknown,MIXED,NP,345.7
121163,Does not apply,MIXED,28.7,325.5
121219,Christian,MIXED,23.5,261.7
121222,Church of England,MIXED,NP,186
138039,Does not apply,MIXED,26.7,311.9
140188,Does not apply,MIXED,27.8,344.8
121227,Church of England/Christian,GIRLS,NP,361
142059,None,MIXED,,
121173,None,MIXED,25.9,247.1
139311,Does not apply,MIXED,27.3,336.3
139058,Does not apply,MIXED,26.7,298.6
134440,None,MIXED,NP,1
140815,None,MIXED,,
