URN,RELDENOM,EGENDER,KS2APS,TTAPSCP_PTQ_EE
105608,Does not apply,MIXED,SUPP,SUPP
105614,Does not apply,MIXED,20.8,39.7
138532,Does not apply,MIXED,7.9,NE
132905,Does not apply,MIXED,7.6,NE
105611,Does not apply,MIXED,6.9,NE
105623,Does not apply,MIXED,19.8,91.2
,,,26.5,291.2
136432,Roman Catholic,MIXED,27.2,293.7
137133,Church of England,MIXED,29.1,361.9
139970,None,MIXED,,
137294,Church of England,MIXED,29.4,347
138568,None,BOYS,NP,234.6
105735,Does not apply,MIXED,28.1,286.2
140542,None,MIXED,,
137039,None,MIXED,26.4,316.5
141248,None,MIXED,28,320.5
136027,Christian,MIXED,26.4,239.3
136115,Does not apply,MIXED,25,294
105745,None,MIXED,NP,392.3
105738,None,MIXED,26.9,277.1
105734,None,MIXED,27.4,291.8
105736,Does not apply,MIXED,28.4,317.8
136148,Does not apply,MIXED,26.4,256.1
131751,None,MIXED,NP,SUPP
140388,Does not apply,MIXED,,
138697,Does not apply,MIXED,11.1,7.4
133368,Does not apply,MIXED,21.8,61
,,,27.2,292.9
105855,None,MIXED,NP,344.3
105844,Roman Catholic,MIXED,28.1,321.5
105837,Does not apply,MIXED,26.5,311.3
140091,None,MIXED,27.9,343.6
131726,Roman Catholic/Church of England,MIXED,27.6,325
135795,None,MIXED,25.3,273.1
105839,Does not apply,MIXED,26.5,289.3
105842,Does not apply,MIXED,27.2,326.2
105840,Does not apply,MIXED,27.6,316.8
134575,None,MIXED,NP,314.7
135313,Church of England,MIXED,27.1,290.2
105845,Roman Catholic,MIXED,27.9,283.3
105834,Does not apply,MIXED,26.8,273.9
140055,None,MIXED,27.7,313.4
105861,Does not apply,MIXED,20.6,15.5
136257,None,MIXED,NP,59.6
135202,Does not apply,MIXED,7.1,NE
,,,27,300.4
138418,None,MIXED,25.4,260.9
131512,Roman Catholic,MIXED,26.9,295.3
135168,None,BOYS,NP,95.7
136086,None,GIRLS,NP,43.6
138698,Jewish,GIRLS,28.4,343.8
105996,None,GIRLS,NP,305.1
105992,None,MIXED,NP,369.4
105974,Does not apply,MIXED,27.3,312.2
105982,Does not apply,MIXED,26.9,303.5
133351,Does not apply,MIXED,27.5,255.6
105976,Does not apply,MIXED,27.8,257.7
105977,Does not apply,MIXED,27.7,317.5
135661,Christian,MIXED,26.3,257.6
106004,None,MIXED,NP,SUPP
105989,Roman Catholic,MIXED,28.4,332.1
105986,Roman Catholic,MIXED,27.8,338.2
135071,Christian,MIXED,27.1,301.4
136987,Does not apply,MIXED,27.5,303.3
142010,Does not apply,MIXED,,
105975,Does not apply,MIXED,28.9,323.4
106010,Does not apply,MIXED,5.7,NE
106011,Does not apply,MIXED,22.9,67.5
138130,Does not apply,MIXED,14.8,75.4
,,,27.2,294.8
106139,Does not apply,MIXED,28.7,336.4
137843,Does not apply,MIXED,28.5,372.6
106157,None,MIXED,NP,161.1
106158,Unknown,MIXED,NP,SUPP
134493,Unknown,MIXED,NP,383.9
106143,Roman Catholic,MIXED,29.5,339.6
137923,Does not apply,MIXED,27.7,341.9
106151,None,MIXED,NP,320.9
106141,Does not apply,MIXED,28.1,328.4
106138,Does not apply,MIXED,28.3,345.8
135526,None,MIXED,NP,SUPP
106133,Does not apply,MIXED,28.7,348.1
137885,None,MIXED,26.6,275
106144,Roman Catholic,MIXED,28.2,314.8
106142,Roman Catholic,MIXED,28.8,352.6
135262,Christian,MIXED,25.7,305.2
106156,None,MIXED,NP,284.3
106135,Does not apply,MIXED,27.6,328.3
139593,Does not apply,MIXED,25.9,206.5
106136,Does not apply,MIXED,26.7,268.2
131551,None,MIXED,NP,SUPP
106162,None,MIXED,NP,11.6
106172,Does not apply,MIXED,15,67.9
106173,Does not apply,MIXED,4.6,NE
134064,Does not apply,MIXED,NP,4.7
106150,None,MIXED,NP,252.2
106166,Does not apply,MIXED,NP,NE
131889,Does not apply,MIXED,19.7,23.5
,,,27.7,323.6
134283,Does not apply,MIXED,27.9,329.6
139735,Roman Catholic,MIXED,26.7,299.1
135975,None,BOYS,NP,SUPP
106269,Does not apply,MIXED,26.4,275.5
136273,None,BOYS,28.5,332.1
139294,Does not apply,MIXED,26.5,293.8
135122,Does not apply,MIXED,26.7,286.5
135864,Does not apply,MIXED,27,275.2
136593,None,GIRLS,29.1,357.8
106268,Does not apply,MIXED,27,303.3
106267,Does not apply,MIXED,28.4,322.2
106266,Does not apply,MIXED,27.3,336.4
135508,None,MIXED,26.6,265.1
106270,Roman Catholic,MIXED,28.9,346.9
106271,Roman Catholic,MIXED,29,312.4
106276,Christian,MIXED,NP,310
137020,None,BOYS,27.6,334.5
106279,Does not apply,MIXED,4.2,NE
130913,None,BOYS,NP,SUPP
106280,Does not apply,MIXED,11.1,8.5
,,,27.3,305.7
134469,Muslim,MIXED,NP,346.8
138614,None,MIXED,27.4,310.7
136458,None,BOYS,32.8,430
137289,None,GIRLS,32.7,439.2
138123,None,MIXED,27.7,328.7
106376,Roman Catholic,MIXED,27.1,336.9
138124,None,MIXED,26.2,282.6
136965,None,GIRLS,28.1,340.7
138464,Roman Catholic,GIRLS,32,413.5
106365,Does not apply,MIXED,25.2,246.3
106380,None,MIXED,NP,285
138134,Roman Catholic,BOYS,32.1,411.9
106372,Roman Catholic,MIXED,26.5,278.9
136498,None,MIXED,32.2,409.4
106375,None,MIXED,27.5,327
106368,None,MIXED,31.5,389.7
106370,None,MIXED,27.1,294
136297,None,MIXED,32.6,407.6
136378,None,BOYS,27.5,306
136377,None,MIXED,28.9,349
106391,Does not apply,MIXED,SUPP,NE
131885,Does not apply,MIXED,19.7,30
130943,Does not apply,MIXED,14.2,43.9
106167,Does not apply,MIXED,NP,7.5
,,,29.1,350.2
137210,None,MIXED,26.8,253.4
138233,Christian,MIXED,,
106523,Does not apply,MIXED,27.7,290.3
138699,None,MIXED,28.4,304.9
106521,Does not apply,MIXED,28.2,307.8
106534,Church of England,MIXED,29,323.1
137448,Does not apply,MIXED,28.3,343.2
106525,None,MIXED,27.2,299.8
138110,Does not apply,MIXED,27.7,324.5
106528,None,MIXED,27.3,308.2
137783,Church of England,MIXED,28.6,310.4
141746,Does not apply,MIXED,,
106522,Does not apply,MIXED,26.8,258.7
106540,Roman Catholic,MIXED,29.5,355.4
106535,Roman Catholic,MIXED,28.2,345.3
106538,Roman Catholic,MIXED,29,342
106537,Roman Catholic,MIXED,29.4,365.6
106529,Does not apply,MIXED,28,333.2
106531,Does not apply,MIXED,29,356.6
106524,Does not apply,MIXED,27.2,301.5
138229,Does not apply,MIXED,28.8,303.7
135557,None,MIXED,NP,24
106543,Does not apply,MIXED,4.6,2.7
134297,Does not apply,MIXED,SUPP,SUPP
135199,Does not apply,MIXED,19.6,103.4
131530,Does not apply,MIXED,11,48
,,,28,315.1
131749,Christian,MIXED,25.8,252.5
135892,Does not apply,MIXED,26.1,268.6
106651,Does not apply,MIXED,27.9,296.7
106656,Does not apply,MIXED,26.2,276.7
135896,Church of England/Roman Catholic,MIXED,27,284.5
106659,Christian,MIXED,NP,338
136404,Does not apply,MIXED,28.3,328.7
140979,Does not apply,MIXED,,
106654,Does not apply,MIXED,27.7,306.7
136403,Does not apply,MIXED,27.8,285.5
139211,Does not apply,MIXED,,
106653,Does not apply,MIXED,29.2,347.2
136371,Does not apply,MIXED,26.3,286
135376,None,MIXED,NP,SUPP
133394,Does not apply,MIXED,9.5,NE
135275,Does not apply,MIXED,17.8,141.2
,,,27.2,294.8
138314,Does not apply,MIXED,27.7,264
137066,Does not apply,MIXED,26.3,240.4
140177,Does not apply,MIXED,26.5,242.7
138116,None,MIXED,27.6,309.3
137524,None,MIXED,25.4,255
135942,Does not apply,MIXED,27.2,286.1
137472,None,MIXED,26.9,292.4
137842,Does not apply,MIXED,27.4,301
136672,None,MIXED,28.5,349.4
106812,None,MIXED,NP,378.5
137899,None,MIXED,27.4,327.2
140865,Roman Catholic,MIXED,28,336.4
141354,Does not apply,MIXED,,
106788,Does not apply,MIXED,26.8,261.1
135963,Does not apply,MIXED,26,301.5
137603,Does not apply,MIXED,29,339.7
136675,Church of England,MIXED,25.8,307.1
139301,None,MIXED,27.9,289.7
135007,Christian,MIXED,27.8,316.1
140964,None,MIXED,,
135546,Does not apply,MIXED,SUPP,SUPP
106818,Does not apply,MIXED,NP,SUPP
106817,None,MIXED,NP,SUPP
140816,None,MIXED,NP,1
135548,Does not apply,MIXED,SUPP,SUPP
135545,Does not apply,MIXED,10.2,11.1
135547,Does not apply,MIXED,13.3,2.2
,,,27,294.5
136718,Does not apply,MIXED,27.6,332.6
136301,Does not apply,MIXED,26.7,304.8
106947,Does not apply,MIXED,25.4,255.5
106958,Does not apply,MIXED,26.7,288.5
134466,Unknown,MIXED,NP,375.5
136042,Does not apply,MIXED,26.7,316.9
140459,Does not apply,MIXED,27.4,306.8
140553,Does not apply,MIXED,26.5,289.6
138329,Roman Catholic,MIXED,27.5,316
106962,Roman Catholic,MIXED,26.7,311.1
106959,Does not apply,MIXED,25.7,272.7
140254,Does not apply,MIXED,25.2,303.5
136331,Does not apply,MIXED,27.5,325.3
106954,Does not apply,MIXED,27.7,312.7
140646,Does not apply,MIXED,26.9,346.3
139992,Does not apply,MIXED,26.4,283.2
106950,Does not apply,MIXED,26,311.6
106967,Does not apply,MIXED,9.2,14.5
106972,Does not apply,MIXED,5,NE
106968,Does not apply,MIXED,7.9,NE
106969,Does not apply,MIXED,18,40.3
106966,Does not apply,MIXED,10.7,0
106970,Does not apply,MIXED,12,21.6
,,,26.5,302.9
138337,Roman Catholic,MIXED,26.6,295.4
131122,Muslim,GIRLS,NP,278.1
107168,Christian,MIXED,NP,SUPP
107163,Christian,BOYS,NP,408.1
107146,Does not apply,MIXED,27.3,298.1
139101,Does not apply,MIXED,28.7,332.3
138414,None,MIXED,25.4,262.8
140809,Does not apply,MIXED,27.6,327.5
138925,Does not apply,MIXED,25.8,306.9
139334,None,MIXED,25.9,248.7
140547,None,MIXED,27.5,317.3
107167,None,MIXED,NP,319.1
107148,Does not apply,MIXED,26,323.1
107139,Does not apply,MIXED,28.2,325.5
139856,Does not apply,MIXED,25.3,268.4
134574,Muslim,MIXED,NP,SUPP
138841,Does not apply,MIXED,26.9,336.8
107140,Does not apply,MIXED,28.8,341.4
138545,None,MIXED,27.9,329.2
140821,Does not apply,MIXED,26.6,281.3
138361,Roman Catholic,MIXED,28.9,366.8
137568,None,GIRLS,NP,305
140394,Does not apply,MIXED,,
140415,Does not apply,MIXED,26.9,316.1
135934,Does not apply,MIXED,24.5,280.2
107166,None,GIRLS,NP,425
131895,Christian,MIXED,25,314.8
131896,Christian,MIXED,25.5,268
139167,Does not apply,MIXED,28.9,362.1
107143,Does not apply,MIXED,28.2,317.7
138069,Does not apply,MIXED,28.7,366.6
139695,None,MIXED,28.2,283.6
107162,None,MIXED,NP,358.8
107135,None,MIXED,28,311
137400,None,MIXED,26,258.4
107169,Does not apply,MIXED,14.9,20
126705,Does not apply,MIXED,17.9,45.9
126712,Does not apply,MIXED,19,55.8
135815,Does not apply,MIXED,NP,SUPP
135287,Does not apply,MIXED,7.6,0.7
107178,Does not apply,MIXED,6.4,7.9
,,,26.9,306
135865,Does not apply,MIXED,26.9,278.3
139975,Does not apply,MIXED,28,323.6
142031,Does not apply,,,
107361,Does not apply,BOYS,24.4,207
138087,Does not apply,GIRLS,25.9,308.9
107439,None,MIXED,28.6,311.5
135367,Church of England,MIXED,26,291.8
107461,None,MIXED,NP,263.5
140429,Does not apply,MIXED,,
140204,None,GIRLS,29.5,355.6
107455,None,MIXED,NP,257.5
138566,Does not apply,MIXED,26.3,264.7
107350,None,MIXED,26.7,263.1
107413,Does not apply,MIXED,25.3,282
134140,Unknown,BOYS,NP,300.1
135866,Does not apply,MIXED,26.3,279.2
130909,Does not apply,MIXED,28.7,344.4
137277,None,MIXED,,
141002,None,MIXED,,
138251,None,MIXED,,
136189,None,BOYS,NP,288.8
136962,Muslim,GIRLS,26.6,336.8
134587,None,MIXED,NP,220.4
139982,Does not apply,MIXED,26,250
107440,None,MIXED,26.7,260.5
107428,Roman Catholic,MIXED,26.1,282
136905,None,MIXED,29.7,356
132219,Church of England,MIXED,28,333.1
107460,Muslim,GIRLS,NP,333.1
107443,None,MIXED,25.5,256.3
134386,None,BOYS,NP,315.6
138244,None,GIRLS,NP,342.5
107441,None,MIXED,27.3,268.2
139995,Does not apply,MIXED,25.2,261
130245,Unknown,MIXED,NP,319
139474,Does not apply,MIXED,,
132217,Does not apply,MIXED,28,312.5
107391,Does not apply,MIXED,27.1,287.1
140569,Roman Catholic,MIXED,27.3,308.4
137576,None,MIXED,24.8,262.2
107442,None,MIXED,26.7,277.5
107395,Does not apply,MIXED,27.1,314.9
134427,None,MIXED,NP,1.4
107366,None,MIXED,25.6,259.4
136198,Does not apply,MIXED,23.8,251
135229,Does not apply,MIXED,10,NE
139977,Does not apply,MIXED,SUPP,NE
135861,Does not apply,MIXED,0,NE
140566,None,MIXED,NP,SUPP
138099,Does not apply,MIXED,20.3,148.8
139978,Does not apply,MIXED,8.7,NE
,,,26.8,286.5
136604,None,MIXED,27.9,323.8
137521,None,MIXED,28.1,332.7
107562,Does not apply,MIXED,28,312.6
139182,None,MIXED,32.7,416.6
107585,None,MIXED,NP,360.2
140326,Does not apply,MIXED,25.4,293.2
137036,None,MIXED,27.5,296.1
136788,None,MIXED,32.5,409.4
107561,None,MIXED,25.5,197.9
137444,None,MIXED,27.8,324.8
107586,None,MIXED,NP,SUPP
107583,None,MIXED,NP,291.6
141307,None,MIXED,27.7,315.6
107563,Does not apply,MIXED,25.2,286.6
107564,Does not apply,MIXED,27.7,329.2
136094,Church of England,MIXED,27.4,331.8
131960,None,MIXED,NP,SUPP
107588,Does not apply,MIXED,8.7,NE
107589,Does not apply,BOYS,NP,77.1
,,,27.9,321.2
107782,Roman Catholic,MIXED,27.5,331.5
107758,Does not apply,MIXED,27.9,303.3
107767,Does not apply,BOYS,26.3,292.9
137424,Does not apply,GIRLS,26.7,347.7
137487,None,MIXED,29.7,350.4
138111,Does not apply,MIXED,,
107795,Christian,MIXED,NP,SUPP
132732,None,MIXED,NP,3.5
137399,None,MIXED,28.3,313
140660,Does not apply,MIXED,28,299.5
131714,None,MIXED,NP,39.7
136283,None,MIXED,32.5,417.8
107769,Does not apply,MIXED,29,343.3
107763,Does not apply,MIXED,28.9,337.6
107786,None,MIXED,NP,318.1
107791,None,BOYS,NP,244.3
107793,None,GIRLS,NP,313.1
138706,Does not apply,MIXED,28.8,353.1
107794,None,GIRLS,NP,321
139076,Does not apply,MIXED,26.8,267.1
136674,None,MIXED,28.3,327.7
137500,Does not apply,MIXED,24.7,303.9
107756,Does not apply,MIXED,27.1,307.1
135750,None,MIXED,NP,16.4
107761,Does not apply,MIXED,27.5,304.3
136502,None,MIXED,25.6,273.3
107755,Does not apply,MIXED,27.3,311.4
107783,Roman Catholic,MIXED,28.2,287
137869,Does not apply,MIXED,29,331.5
137352,Does not apply,MIXED,27.9,313.9
107778,Does not apply,MIXED,27.2,283.2
138959,Does not apply,MIXED,27.4,280.1
107775,None,MIXED,25.7,284.1
107780,None,MIXED,27,315.6
107792,None,GIRLS,NP,339.9
134689,Does not apply,MIXED,3,NE
107802,Does not apply,MIXED,3,NE
107796,Does not apply,MIXED,NP,SUPP
107797,Does not apply,MIXED,10.7,14.5
107801,Does not apply,MIXED,8.6,8
107804,Does not apply,MIXED,20.7,47.8
107799,Does not apply,MIXED,9.6,11.9
,,,27.5,311.4
137083,Church of England,MIXED,29.3,357.3
108058,Does not apply,MIXED,26.6,302.9
108057,Does not apply,MIXED,27.8,337.1
108083,Does not apply,MIXED,28.7,341.3
108091,None,MIXED,27.8,320.9
108090,None,MIXED,27,302.5
142056,Does not apply,MIXED,,
108086,Does not apply,MIXED,26.4,270.9
108095,Roman Catholic,MIXED,27.8,315.9
108059,Does not apply,MIXED,26.2,284.8
108065,Does not apply,MIXED,25.7,311.9
137065,Does not apply,MIXED,22.9,240.7
108096,Roman Catholic,MIXED,26.3,281.8
138304,Does not apply,MIXED,27.2,295.2
131898,Church of England,MIXED,25.7,245.3
137577,None,MIXED,27.4,324.7
108117,Moravian,MIXED,NP,351.1
136343,None,MIXED,28.6,344.5
108104,None,MIXED,NP,276.6
108113,None,MIXED,NP,335.7
108085,Does not apply,MIXED,28.6,336.9
137775,Does not apply,MIXED,28.8,343.1
139282,Does not apply,MIXED,26,303.9
108055,Does not apply,MIXED,27.1,292.8
139646,Does not apply,MIXED,24.7,221.4
135771,Unknown,MIXED,24,75.2
136826,Does not apply,MIXED,25.1,267.6
139773,Jewish,MIXED,,
135935,Does not apply,MIXED,25.3,281.6
136392,Does not apply,MIXED,27.4,342.5
108097,Roman Catholic,MIXED,26.8,285.1
130274,None,GIRLS,NP,235.3
137704,None,MIXED,29,359.7
108087,Does not apply,MIXED,27,305.2
108079,Does not apply,MIXED,28.3,304.8
108075,Does not apply,MIXED,26.5,301.9
138336,Does not apply,MIXED,26.4,318.3
108076,Does not apply,MIXED,27.5,331.2
108081,Does not apply,MIXED,27.4,292.6
140565,None,MIXED,,
139351,Roman Catholic,MIXED,29.4,348.8
135969,Does not apply,MIXED,24.9,218.1
139054,Does not apply,MIXED,25.8,225.6
141883,None,MIXED,,
108064,None,MIXED,27.4,317.1
108088,None,MIXED,28.4,317.5
108114,Methodist,MIXED,NP,308.3
137383,Does not apply,MIXED,27.4,331.8
108123,Does not apply,MIXED,15,27.8
139733,None,MIXED,NP,SUPP
108129,Does not apply,MIXED,22.1,46.5
108119,Does not apply,MIXED,9.3,4.9
138380,Does not apply,MIXED,SUPP,SUPP
134885,Does not apply,MIXED,12.9,42.5
108120,Does not apply,MIXED,NP,78.3
108133,Does not apply,MIXED,6.2,NE
134884,Does not apply,MIXED,9.9,8.1
,,,27,301.8
108300,Quaker,MIXED,NP,157.6
136613,Does not apply,MIXED,26,301.4
139501,Does not apply,MIXED,26.2,295.7
136633,Does not apply,MIXED,26.5,316.6
137764,Church of England,MIXED,25.1,259
137001,Does not apply,MIXED,27.7,322.7
138006,Does not apply,MIXED,26.7,307.6
138593,None,MIXED,26.9,291.1
137655,None,MIXED,26.6,296
139335,Does not apply,MIXED,26.9,290.2
138707,None,MIXED,28.4,333.6
108271,Does not apply,MIXED,28.3,321.8
139500,Does not apply,MIXED,27.4,318.2
137011,Does not apply,MIXED,26.7,286.6
136462,None,MIXED,28.6,314.7
135961,Does not apply,MIXED,28.2,350.5
108306,None,BOYS,NP,253.6
138950,Roman Catholic,MIXED,27.2,335.1
138951,Roman Catholic,MIXED,28,327.8
108303,United Reformed Church,MIXED,NP,348.2
136394,None,MIXED,26.5,306.7
108305,None,GIRLS,NP,366
108307,None,MIXED,NP,300.5
131136,None,MIXED,NP,SUPP
131526,Does not apply,MIXED,19.8,1.4
108311,Does not apply,MIXED,11.7,10.7
135216,None,MIXED,NP,18.3
133719,Does not apply,MIXED,3,NE
,,,27.1,309.1
137852,Roman Catholic,MIXED,28.5,336.3
108420,None,MIXED,29.7,378
108414,None,BOYS,NP,94.4
108417,None,GIRLS,NP,266.7
108407,Does not apply,MIXED,27.4,289.7
137898,Does not apply,MIXED,27.4,310.2
108410,Does not apply,MIXED,26.8,280.1
137942,Does not apply,MIXED,28.4,302.9
137851,Roman Catholic,MIXED,29.2,354
140035,Does not apply,MIXED,26.9,278.7
141185,Does not apply,MIXED,27.7,299.1
137360,Does not apply,MIXED,28.4,328.6
138652,Does not apply,MIXED,14.7,5.5
131200,Does not apply,MIXED,SUPP,NE
108426,Does not apply,MIXED,21,50.7
130942,Does not apply,MIXED,14,NE
,,,28,311.5
136258,Unknown,GIRLS,NP,SUPP
108526,Does not apply,MIXED,27.1,290.3
108547,Unknown,MIXED,NP,291.8
140976,None,MIXED,,
135423,Does not apply,MIXED,24,259.6
136352,Does not apply,MIXED,28.2,344.6
108531,Does not apply,MIXED,28.4,307.5
138120,Does not apply,MIXED,26.6,281
130552,Does not apply,MIXED,25.4,56.8
108538,Church of England,GIRLS,NP,359.2
108544,None,BOYS,NP,379.8
108549,None,MIXED,NP,231.7
137708,Roman Catholic,GIRLS,27.8,344.8
137900,Roman Catholic,BOYS,27.9,351.1
140081,Roman Catholic,MIXED,28.8,352.9
140965,None,MIXED,,
108524,Does not apply,MIXED,27.9,282.9
108525,Does not apply,MIXED,27.3,290.3
108542,None,GIRLS,NP,379.9
108551,Does not apply,MIXED,NP,NE
131987,Does not apply,MIXED,6.2,NE
133779,Does not apply,MIXED,NP,SUPP
131988,Does not apply,MIXED,SUPP,SUPP
131766,Does not apply,MIXED,18.9,51.5
,,,27.2,300
108640,Does not apply,MIXED,27,305.9
108641,None,MIXED,26.4,340
108639,None,MIXED,28.5,304.2
108644,None,MIXED,27.8,322.2
139658,Does not apply,MIXED,30.2,345.9
108645,None,MIXED,27.9,312.6
108627,None,MIXED,28.3,350.7
108642,None,MIXED,27.6,339
108628,None,MIXED,26.8,290.8
137734,Roman Catholic,MIXED,29.1,349.1
108647,None,MIXED,28.8,310.3
108638,None,MIXED,29.2,363.1
131544,Does not apply,MIXED,5,NE
135001,None,MIXED,NP,SUPP
108657,Does not apply,MIXED,NP,4
133432,Does not apply,MIXED,18.4,86.8
108653,Does not apply,MIXED,14.6,24.7
108652,Does not apply,MIXED,16,8.5
,,,27.8,323.9
108730,Does not apply,MIXED,27.7,310.6
108726,Does not apply,MIXED,27.1,317.3
108731,Does not apply,MIXED,27.3,330.9
133725,None,MIXED,26.1,271.8
108727,Does not apply,MIXED,26.9,290
139878,Roman Catholic,MIXED,27.9,324.9
108736,Roman Catholic,MIXED,28.2,335.9
131756,Does not apply,MIXED,26.8,296.6
136386,Church of England,MIXED,28.6,366.4
108738,Does not apply,MIXED,19,162.5
108741,Does not apply,MIXED,14.9,27.4
136252,Does not apply,MIXED,SUPP,3.7
134813,Does not apply,MIXED,22.7,109.5
,,,27.2,312.4
135622,Does not apply,MIXED,24,222
108873,None,MIXED,NP,352.5
139839,Does not apply,MIXED,26.6,301
135818,Does not apply,MIXED,28.2,316.2
139852,Does not apply,MIXED,27.4,295.8
138567,None,MIXED,28.4,316.1
108862,Does not apply,MIXED,27.4,284.6
137262,None,MIXED,26.8,297.5
140461,Does not apply,MIXED,28.1,332.5
138923,Does not apply,MIXED,27.5,310
135878,Does not apply,MIXED,25.4,236.4
139538,Roman Catholic,BOYS,28.2,318.7
138054,Roman Catholic,GIRLS,29,332.7
108870,Roman Catholic,MIXED,28.7,335.8
141986,Does not apply,MIXED,,
108867,Does not apply,MIXED,26.9,249.6
138103,Does not apply,MIXED,27.7,330.7
108874,Christian,MIXED,NP,356.5
108860,Does not apply,MIXED,26.9,305.4
139184,Church of England,MIXED,27,309.4
108865,Does not apply,MIXED,25.9,290.8
138530,Does not apply,MIXED,14.2,89.7
141049,Does not apply,MIXED,22,51.8
142331,None,MIXED,,
138526,Does not apply,MIXED,4.6,NE
139285,Does not apply,MIXED,20.3,86.9
,,,27.1,297.9
133554,Church of England,MIXED,26.5,350.5
,,,26.5,350.5
138147,None,MIXED,NP,SUPP
138394,Does not apply,MIXED,25.3,221.4
140944,None,MIXED,,
136520,None,MIXED,28.7,330.1
138985,Does not apply,MIXED,27.4,302.6
109306,None,MIXED,28.5,326.8
136966,None,GIRLS,29.2,343.9
142127,None,MIXED,,
109374,None,MIXED,NP,245.9
109346,Methodist,MIXED,NP,314.6
142125,None,MIXED,,
109360,Unknown,MIXED,NP,100.1
136335,None,MIXED,28.4,336.3
136483,None,MIXED,28.5,324.6
109347,Roman Catholic,MIXED,NP,284.2
138522,None,MIXED,28.4,337.5
109348,None,GIRLS,NP,165.8
109329,Roman Catholic,MIXED,28.5,344.3
109328,Church of England,MIXED,27.2,243.3
136311,None,MIXED,27,311.4
137523,Does not apply,MIXED,28.8,348.9
137548,None,MIXED,27.9,308.9
140677,Does not apply,MIXED,23.5,41.7
137493,Does not apply,MIXED,12.4,70.4
140079,Does not apply,MIXED,9.9,NE
,,,28,319.6
130391,Unknown,MIXED,NP,352
109278,None,MIXED,27.6,306.1
109337,None,GIRLS,NP,166.9
138204,Does not apply,MIXED,27.1,283.1
139049,None,MIXED,24.4,208.9
109280,Does not apply,MIXED,27.1,283.5
135300,Does not apply,MIXED,26.8,303.9
135575,Church of England,MIXED,30.4,370.1
136822,None,MIXED,,
109369,None,MIXED,NP,188.6
135959,Does not apply,MIXED,25.3,284.4
109345,None,MIXED,NP,227.7
134221,Does not apply,MIXED,25.7,270.8
109334,Church of England,MIXED,NP,309.8
109335,None,MIXED,NP,381.2
135581,Does not apply,GIRLS,29.5,380.1
109336,None,MIXED,NP,380.3
137440,Does not apply,MIXED,28.2,336.5
109290,Does not apply,MIXED,26.8,324.2
138217,Does not apply,MIXED,25.9,253.6
134441,None,MIXED,NP,17
137583,None,MIXED,NP,1.6
135597,Does not apply,MIXED,26.5,289.1
135671,Christian,MIXED,25.8,286.5
141652,Does not apply,MIXED,,
135663,Christian,MIXED,24.8,308.4
138448,None,MIXED,25.9,285
109370,Christian,BOYS,NP,224.7
109371,None,GIRLS,NP,216.9
138855,Does not apply,MIXED,30.3,377.3
109372,None,GIRLS,NP,398.7
137627,Roman Catholic,MIXED,29.4,362.9
109331,Roman Catholic,MIXED,27.7,312.7
109327,Church of England,MIXED,29,358.2
141108,Does not apply,MIXED,,
109382,None,MIXED,NP,82
109410,Does not apply,MIXED,SUPP,SUPP
132239,Does not apply,MIXED,18.3,31.3
109391,Does not apply,MIXED,SUPP,SUPP
109385,Does not apply,MIXED,SUPP,SUPP
109386,Does not apply,MIXED,11.4,99.2
109392,Does not apply,MIXED,17.8,33.4
109393,Does not apply,MIXED,7.5,NE
109394,Does not apply,BOYS,21.2,69.7
,,,27.1,305.1
136722,Does not apply,MIXED,28.3,350.1
137840,Does not apply,MIXED,27.1,296.3
137000,None,MIXED,28.1,333.9
137884,Does not apply,MIXED,27.6,331
136856,None,MIXED,28.5,338.4
136708,Does not apply,MIXED,25.1,263
138466,Does not apply,MIXED,28.5,316
141040,None,MIXED,,
137300,None,MIXED,27.6,327.9
109317,Does not apply,MIXED,27.6,315.4
109362,Quaker,MIXED,NP,360.6
109313,None,MIXED,26.7,293
109409,Does not apply,MIXED,SUPP,SUPP
109407,Does not apply,MIXED,12,12.5
109406,Does not apply,MIXED,13.2,75.7
138132,None,MIXED,NP,SUPP
,,,27.4,316.5
139067,Does not apply,MIXED,26.8,291.7
137753,Does not apply,MIXED,27.9,303.2
109319,Does not apply,MIXED,27.4,313.9
139669,None,MIXED,27.2,287.8
139348,Does not apply,MIXED,29.1,350.1
109324,None,MIXED,27.5,302.7
142079,None,MIXED,,
139345,Does not apply,MIXED,27.3,295.5
109322,Does not apply,MIXED,27.5,288.7
141042,Does not apply,MIXED,26.7,299.5
135295,Does not apply,MIXED,27.9,334.4
137106,None,MIXED,26.9,276.3
109320,Does not apply,MIXED,27,310.3
142008,Does not apply,MIXED,,
109325,None,MIXED,28.2,299.8
141341,None,MIXED,,
140288,Does not apply,MIXED,27.4,294.8
135944,Does not apply,MIXED,29.1,333.1
135943,Does not apply,MIXED,25.9,287.6
137950,None,MIXED,NP,SUPP
109300,Does not apply,MIXED,27.7,286
141665,Does not apply,MIXED,,
131808,Does not apply,MIXED,11.5,8.9
135827,Does not apply,MIXED,17.8,142.3
109404,Does not apply,MIXED,SUPP,SUPP
109353,None,MIXED,NP,SUPP
109403,Does not apply,MIXED,4.6,NE
,,,27.4,303.5
139405,Does not apply,MIXED,26.8,330.5
140867,Roman Catholic,MIXED,28.7,343.5
111748,None,MIXED,28.2,306.7
111749,None,MIXED,27.6,302.7
141686,None,MIXED,,
133293,Church of England,MIXED,27.6,289
